Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
East,Chalky,Rice,756.7200483603236,34.055842383220465,True,False,Cloudy,142,5.500186312896195
West,Peaty,Rice,715.3003339219604,32.81460915740476,False,False,Rainy,76,3.838128327532429
South,Sandy,Rice,901.6117380695066,31.20397465998179,True,True,Cloudy,91,8.55050513817365
East,Sandy,Rice,226.5894697322665,23.372250035011163,True,False,Sunny,75,3.318339955995375
South,Chalky,Rice,171.8910470116856,20.525574238830615,True,False,Cloudy,114,1.5040359217312491
West,Loam,Rice,492.8838845906829,33.01839679956723,True,False,Rainy,131,5.905848686881621
South,Silt,Rice,337.26721070327744,30.12792202994082,False,True,Sunny,110,3.613288767500259
North,Sandy,Rice,227.0254677146953,30.761631718882377,True,False,Cloudy,105,2.635778530866768
South,Sandy,Rice,996.7931385522118,24.241123023648875,False,True,Sunny,104,6.848497856987822
North,Sandy,Rice,775.6810887460905,26.243080239745467,True,False,Cloudy,91,5.262486155015337
East,Silt,Rice,751.3917635858298,19.796229697408943,False,True,Cloudy,67,5.587923569877757
East,Silt,Rice,136.25017745624046,26.31771724059286,False,True,Rainy,98,2.7618416996893957
East,Silt,Rice,953.5513175634196,31.054388597808995,True,False,Cloudy,108,7.285526537323912
East,Clay,Rice,845.6738523971214,31.83163572939025,False,True,Rainy,132,6.334020034454524
North,Loam,Rice,897.5513552555786,22.918418183903857,False,True,Cloudy,111,5.840460506365578
South,Clay,Rice,545.2882786832888,30.23477108797335,False,False,Cloudy,85,3.599201649235632
South,Sandy,Rice,393.9376829085258,18.899248502587835,False,False,Sunny,149,3.072486685427116
North,Silt,Rice,849.4906091589241,16.376475888911095,True,False,Cloudy,88,6.414422220810732
West,Loam,Rice,663.4346056757488,27.68143673843226,False,False,Rainy,63,4.177153629680043
East,Sandy,Rice,157.6093873078614,20.69252444321732,True,False,Rainy,72,3.335037770852914
West,Clay,Rice,975.3105499455584,31.72684174984536,False,False,Sunny,90,5.002523082564188
East,Loam,Rice,369.9007669643756,19.7839578717828,False,True,Rainy,99,2.572601168559569
East,Silt,Rice,437.1421192537544,37.92980489650428,False,True,Rainy,146,4.498097545705948
South,Sandy,Rice,979.4090228732376,29.88492666847264,False,True,Sunny,105,7.103736603303927
South,Loam,Rice,125.9492467886062,26.84818445472285,False,False,Rainy,91,1.5619617329030635
West,Chalky,Rice,841.7771810465855,39.07794670915992,True,False,Cloudy,92,6.306016822324196
East,Clay,Rice,169.19840339890197,28.45572685882864,True,True,Rainy,116,3.3345098997241265
East,Sandy,Rice,312.8388142574697,27.04975957185617,True,False,Sunny,87,3.7250429117937385
East,Loam,Rice,819.2205866864482,24.989240912728583,True,False,Rainy,92,6.475984052282449
West,Loam,Rice,975.3153982340892,35.15334548327803,False,False,Sunny,83,5.67519662588654
East,Clay,Rice,289.0945349007504,29.979162989961395,False,False,Cloudy,69,2.173934140148838
West,Loam,Rice,346.3329491929368,20.81549215315877,True,False,Cloudy,100,2.992997744501249
East,Chalky,Rice,954.5507734676604,34.32615040821138,True,False,Cloudy,119,7.08808091065264
West,Loam,Rice,808.1492364246944,22.47516729417167,True,True,Sunny,87,6.864939496777062
West,Peaty,Rice,403.767581597719,25.29033999300217,False,False,Sunny,121,2.458779958027121
North,Clay,Rice,520.4565023074751,24.6280386899644,False,True,Sunny,117,5.264094831635947
North,Clay,Rice,492.1200954092458,28.636711230901703,True,False,Sunny,84,5.258435473007898
West,Peaty,Rice,279.2959451863045,24.76429523510295,False,False,Sunny,95,1.7359009188891878
West,Chalky,Rice,693.5031322235162,25.55229557807177,True,False,Sunny,108,5.870282077791943
North,Silt,Rice,954.673318608789,39.05202167570234,False,True,Sunny,75,6.8892020743465405
East,Clay,Rice,386.9808706951056,21.73051749082376,True,True,Sunny,100,5.108798596073146
North,Chalky,Rice,726.9096794290906,27.11025123405677,False,True,Rainy,113,5.3029823715695406
West,Silt,Rice,733.2031509468397,36.116484434663406,False,True,Cloudy,145,5.49462580596342
South,Loam,Rice,672.8643974288897,25.474239002321,True,True,Sunny,114,6.48361068917701
North,Clay,Rice,954.3180524052026,32.344364709959095,False,True,Rainy,69,6.588159303012177
North,Sandy,Rice,191.4323757691106,35.843901299280915,True,True,Sunny,70,4.181428705316247
West,Loam,Rice,119.96060676372343,38.3563115937129,False,True,Cloudy,61,2.4229860287409344
West,Chalky,Rice,625.1671090901783,16.902675925871797,False,False,Cloudy,91,3.4251515134000106
South,Loam,Rice,719.606272964456,38.434179732343125,False,True,Rainy,94,6.185908068048945
East,Silt,Rice,246.7387332516201,15.567485616284728,False,False,Sunny,91,1.5606648284629536
West,Clay,Rice,765.4901981342953,25.612951404022738,True,True,Rainy,82,6.949194707819265
North,Chalky,Rice,427.7193630937717,22.50844914366296,False,False,Sunny,68,2.465863822608948
North,Silt,Rice,689.8584255915695,27.677352517644245,True,False,Rainy,96,4.638727703700408
North,Sandy,Rice,510.0550148695354,28.20299913244864,True,False,Sunny,66,5.044248436595729
North,Loam,Rice,593.5172447569613,33.47740385305892,True,False,Cloudy,131,5.685423507192787
North,Loam,Rice,159.19887619056394,39.60163585517628,True,False,Cloudy,81,2.634836039482842
North,Silt,Rice,971.7326486385476,16.042724412461492,True,True,Cloudy,115,8.119060183482592
East,Silt,Rice,225.10933697539227,33.31661622106361,True,False,Rainy,130,2.877749403681372
North,Clay,Rice,937.9107390582742,28.282929877320196,True,True,Cloudy,132,8.38551278645296
East,Sandy,Rice,398.47009180167146,37.14252494476924,True,True,Sunny,139,5.130560363850454
East,Sandy,Rice,535.7962374618437,35.2834323105308,True,False,Rainy,73,4.6921472714853625
South,Peaty,Rice,982.5335410633472,31.03375474100527,True,True,Cloudy,86,9.064123732830874
South,Chalky,Rice,366.7634648426034,17.812759934944008,True,True,Cloudy,130,5.381095615081769
East,Chalky,Rice,832.3047044862236,15.261001551985816,False,False,Sunny,105,4.594409466449581
North,Chalky,Rice,613.1485407631083,16.47224574917072,False,False,Cloudy,83,3.409530365126834
North,Loam,Rice,956.127051980863,17.08440910780417,True,False,Rainy,140,6.612775776367752
East,Loam,Rice,165.5092623292705,38.25361772430115,True,False,Sunny,84,3.668839862941149
West,Clay,Rice,434.3750639222113,35.458011135057504,True,False,Cloudy,100,2.957483371471532
South,Sandy,Rice,201.1271119362152,23.250628836042253,True,True,Rainy,103,3.729704696183828
South,Clay,Rice,548.5304165903917,21.81705368429625,False,True,Rainy,117,4.016560490790981
West,Loam,Rice,142.81046907612873,37.47181505828449,True,True,Sunny,124,4.789265799185536
East,Loam,Rice,308.5814418959303,28.278059224614964,True,True,Sunny,63,4.794665076691765
South,Peaty,Rice,806.3452424068693,33.16363134015148,False,False,Cloudy,71,4.801044774985392
East,Peaty,Rice,283.41107525992334,21.7380945359238,False,False,Cloudy,120,1.1565017799119148
West,Silt,Rice,620.2022915409277,25.894478566184013,True,True,Sunny,76,6.35492616066834
East,Chalky,Rice,418.010031706676,34.61301250337296,False,False,Rainy,127,3.3945036753325204
North,Sandy,Rice,716.0938276133345,19.145437372325446,True,True,Cloudy,121,6.5901553252061165
South,Peaty,Rice,471.5898024259927,15.329590882502348,True,False,Cloudy,86,3.407682022189109
North,Loam,Rice,574.1559966538136,39.85161000999233,False,True,Rainy,97,4.882141777666168
South,Chalky,Rice,985.6561109456142,19.972590072885964,False,True,Sunny,134,6.11463132940152
West,Sandy,Rice,498.69108918792045,38.81593268643431,False,False,Sunny,136,2.5785984675451235
West,Clay,Rice,250.45567566634992,31.246895134554723,True,False,Rainy,66,4.210600454033772
South,Silt,Rice,295.3136104943221,31.65739213248815,False,False,Sunny,128,2.217060216352305
West,Loam,Rice,690.0554942330336,32.04422106569284,False,True,Rainy,116,6.407678728956584
West,Sandy,Rice,412.2678273833643,25.98790027380824,False,False,Sunny,141,2.2560957239139743
West,Chalky,Rice,447.8771903933193,35.68440146728408,False,False,Rainy,110,1.6919605807362172
North,Chalky,Rice,263.6829405462745,26.42008141092433,True,False,Rainy,72,3.882460575632957
South,Sandy,Rice,360.4079548732341,28.463884477894982,True,True,Cloudy,77,4.994358777435914
North,Silt,Rice,303.64579854943133,38.76182554377421,True,False,Rainy,62,4.174327743886127
West,Loam,Rice,659.6551117691604,31.521837505183832,True,False,Cloudy,111,5.78651111737711
West,Sandy,Rice,428.6178209532407,23.519926010829696,False,False,Cloudy,119,2.184701590158115
South,Peaty,Rice,209.94233151550495,23.64573144520494,False,False,Cloudy,128,2.717624360387761
West,Clay,Rice,278.98810773163643,34.4454254892488,True,True,Cloudy,104,5.270578474978875
South,Clay,Rice,224.20026895528585,32.689423777657595,True,False,Rainy,83,3.674959237463542
West,Chalky,Rice,766.7025899591908,39.83015269275633,False,True,Sunny,135,4.629456007687206
West,Chalky,Rice,757.7612141785376,33.51127667672395,False,False,Rainy,141,4.4269702474891455
North,Silt,Rice,589.1824274065553,25.290552539390443,True,False,Sunny,67,4.738455640478174
East,Sandy,Rice,997.4643007088246,24.150242651563037,True,True,Rainy,61,7.533218915637744
West,Clay,Rice,401.0341512952047,30.955878385735478,True,True,Rainy,87,4.894808828403006
West,Silt,Rice,953.9167667976984,28.19577806450193,False,True,Rainy,102,6.280724871741064
North,Loam,Rice,402.5836882333265,33.64080003139286,True,True,Rainy,65,5.994348446142925
West,Clay,Rice,566.0951040817905,24.78379506529953,False,False,Sunny,119,3.196992184756471
South,Chalky,Rice,452.7548957868703,30.49154726663116,True,False,Sunny,130,4.4942665520133085
North,Sandy,Rice,266.2268834382312,18.090758384699622,True,True,Rainy,105,4.905404749684758
West,Loam,Rice,398.1884464698711,36.22521055838988,True,False,Sunny,68,4.644530236452057
East,Chalky,Rice,156.83235400622794,19.87589663874167,True,True,Sunny,131,4.3319179766526
North,Sandy,Rice,408.0561055765271,37.989249998672,True,False,Sunny,87,4.135975412055059
South,Chalky,Rice,132.95082635278155,27.0579095851609,False,False,Sunny,75,1.54496947418223
West,Loam,Rice,354.2156454830125,26.01009569175246,True,False,Cloudy,147,3.828888131813808
North,Sandy,Rice,547.3697084203717,38.82162581891083,True,False,Sunny,114,5.033934280414327
East,Chalky,Rice,628.2532462767341,29.45846111477664,True,False,Rainy,113,4.891700033863188
East,Loam,Rice,740.4383062781096,17.99164706218838,True,False,Sunny,74,5.43896846331937
South,Chalky,Rice,173.81979523647055,32.79654873264238,True,False,Cloudy,81,2.337653725996467
West,Sandy,Rice,507.6218905447668,32.240302726190464,True,True,Sunny,127,5.532725223831748
East,Chalky,Rice,435.8086386803353,16.831012670733205,False,True,Cloudy,139,2.755326036465441
North,Chalky,Rice,384.0508247260772,38.6178648320378,True,True,Rainy,129,5.555867400074385
East,Chalky,Rice,525.4712464239204,23.06309751109753,True,False,Cloudy,136,3.956177847749232
South,Peaty,Rice,993.308400817121,34.91020715005881,False,False,Rainy,136,6.216280626448526
East,Loam,Rice,110.62292284667062,18.3074308652285,False,False,Sunny,95,1.2080086892235244
South,Silt,Rice,793.9023804351923,23.925538665259992,False,False,Rainy,72,4.208931509200675
North,Chalky,Rice,359.0599766482526,29.1128524257345,True,False,Cloudy,97,4.350685734768582
East,Silt,Rice,695.5504755237189,19.0148854796841,False,False,Sunny,107,2.8812152759612686
East,Peaty,Rice,812.8020085157391,23.48300761720039,False,True,Cloudy,148,6.212801535538158
East,Chalky,Rice,620.9624257943926,20.41746001920116,True,True,Rainy,132,5.578460832193093
South,Clay,Rice,262.6684504294209,34.623824396210885,True,True,Rainy,115,5.260265757891773
South,Loam,Rice,610.7855522622867,19.5085626940813,True,False,Cloudy,95,5.364491341262705
South,Clay,Rice,262.03866892951817,18.04439572074664,False,True,Cloudy,62,1.9750936228368756
East,Silt,Rice,770.085852235407,27.11763176203366,False,True,Sunny,116,5.701690038630795
North,Clay,Rice,103.02894826468992,25.35239948743249,False,False,Cloudy,101,2.148885173644667
West,Loam,Rice,181.02300928505863,23.591146628074448,False,True,Cloudy,80,3.0529516924299456
North,Sandy,Rice,964.1068858798702,19.08903875464368,True,False,Rainy,137,6.830592290491441
North,Chalky,Rice,979.5188872100975,31.787167292942154,False,True,Cloudy,141,7.813553895334839
West,Clay,Rice,293.8012026786148,20.01294653143253,False,True,Sunny,142,3.18826983429721
South,Clay,Rice,623.3103356440762,27.196956265190007,True,True,Sunny,67,6.367678918598065
East,Sandy,Rice,883.2946760456299,16.304571774111984,True,False,Sunny,113,5.535460201403458
North,Clay,Rice,393.27875551159815,22.63400610300628,True,True,Cloudy,134,5.061685786578003
North,Clay,Rice,503.0810713480701,34.6879006329044,False,False,Sunny,62,3.5516269634383035
West,Peaty,Rice,830.9804959696203,15.554405773873444,False,True,Rainy,129,6.071063641463007
North,Sandy,Rice,848.4588332979337,24.38590261116677,True,True,Sunny,135,7.601242753409867
South,Loam,Rice,767.3173071371417,26.96459117156724,True,False,Rainy,79,5.6309511079955525
South,Chalky,Rice,422.0431782237836,21.36690523991993,False,False,Sunny,147,3.150451900107432
West,Silt,Rice,169.6449081111394,15.272375906840194,False,True,Sunny,121,2.0324627961878274
East,Chalky,Rice,103.9534433091655,21.638759040502837,True,False,Rainy,103,2.4532628556888945
East,Loam,Rice,294.7345813257034,18.718105625954223,False,True,Sunny,67,3.19718367322202
East,Peaty,Rice,834.3480157633716,26.393362857242305,True,True,Cloudy,91,7.443412236038135
South,Clay,Rice,317.891038057714,37.03474087224362,True,False,Cloudy,136,3.601833964447568
West,Clay,Rice,971.3600629765918,29.772608785121548,False,True,Cloudy,91,6.836633774268803
West,Peaty,Rice,103.7937483087956,25.963260247393,True,False,Cloudy,68,3.11983445791382
South,Peaty,Rice,525.1451632860502,29.88620906766876,False,False,Cloudy,69,3.433877468880961
West,Silt,Rice,976.2092493762524,17.91561990606808,True,False,Cloudy,134,7.124585225930845
West,Loam,Rice,581.3200606695802,29.007016886846625,True,False,Sunny,125,4.9731621803263
North,Peaty,Rice,829.9310049661428,27.138747960600533,False,True,Cloudy,81,5.222989240999536
North,Loam,Rice,906.470214717379,34.640279362912366,True,False,Rainy,89,6.564984804744428
North,Chalky,Rice,471.49056775502,38.0903475813337,False,False,Cloudy,74,2.961375172754988
West,Loam,Rice,469.1298328129456,24.92456228035219,False,False,Cloudy,145,3.5790970049930517
South,Silt,Rice,453.4726221520386,35.16005390291778,False,True,Rainy,142,4.57128313471533
East,Sandy,Rice,564.8453703828283,35.53580255274083,False,True,Cloudy,115,5.632624289211384
South,Sandy,Rice,892.1649648084749,32.9172211049094,False,False,Rainy,69,4.182309916276991
South,Loam,Rice,540.034622392983,21.770969676709587,True,True,Rainy,77,6.989807705004549
East,Silt,Rice,315.47054985877503,20.022640319313865,False,True,Cloudy,94,4.243813141777888
East,Silt,Rice,734.2917085018858,26.058284596668315,False,False,Cloudy,121,4.210885168926455
East,Chalky,Rice,430.0380465803188,22.98073238825702,False,False,Rainy,115,3.1486776231915554
North,Silt,Rice,586.0683936023204,33.011577282470874,True,True,Cloudy,112,6.428509404605238
East,Peaty,Rice,209.80304804349748,20.578495401426995,True,True,Rainy,143,3.943291127087432
East,Peaty,Rice,161.4757370290971,20.751862571527496,True,True,Cloudy,121,4.857897410105528
North,Chalky,Rice,210.62815221833307,26.307165432870956,False,False,Cloudy,97,-0.082905551597288
West,Chalky,Rice,188.9074266084708,39.18304481904477,False,False,Sunny,94,2.1885821690895866
East,Loam,Rice,155.2540736384782,24.981812361277573,True,True,Cloudy,130,4.028882362642079
East,Clay,Rice,359.4956963714628,33.73121227271387,True,True,Sunny,101,5.239436512750261
West,Chalky,Rice,970.0654557793772,29.24856819989476,False,True,Cloudy,112,6.838844728658236
North,Silt,Rice,729.0753585606528,16.30012072695731,False,True,Sunny,87,5.346753709414596
North,Chalky,Rice,114.38413890695514,15.296356894897537,True,True,Rainy,112,4.773850028125489
West,Sandy,Rice,612.4079804006437,31.910622646577867,True,True,Cloudy,88,6.750753110979654
East,Chalky,Rice,702.843302418297,38.34235347761225,True,False,Rainy,146,6.118292444471614
East,Silt,Rice,256.2469558747704,28.927782822619665,False,False,Cloudy,102,1.7172666858820902
East,Chalky,Rice,186.07034274281264,22.402468072566,False,False,Sunny,126,1.2741077853197242
North,Clay,Rice,483.6880831038602,19.41383651162145,True,True,Rainy,115,6.076242431316585
South,Peaty,Rice,802.2746456152194,27.710405538082178,True,True,Rainy,67,7.326179528838991
West,Chalky,Rice,269.8021866091932,28.24411247245445,False,True,Sunny,105,3.611684328623861
North,Clay,Rice,902.525711975322,20.494662243928115,False,False,Rainy,133,5.654371169750606
North,Peaty,Rice,660.6319089582103,31.60883043891897,False,True,Cloudy,74,5.317936610707895
North,Chalky,Rice,587.5120596363427,39.92501605733628,True,True,Rainy,83,6.37312276355383
West,Clay,Rice,345.0485911998927,29.2686861135165,False,True,Sunny,105,4.19597178939585
South,Peaty,Rice,929.3141420901736,17.83959383374766,True,False,Sunny,61,7.078485128667245
East,Silt,Rice,762.7576894967369,32.3305645910438,True,True,Cloudy,81,7.369305356830171
West,Peaty,Rice,277.9831581149234,24.638984238830872,True,True,Cloudy,130,4.596433540995531
North,Sandy,Rice,846.978430122831,38.74408800918269,False,True,Cloudy,99,5.192389854713688
North,Peaty,Rice,909.3405046734068,24.245060421289164,True,True,Rainy,139,7.719991899309882
South,Clay,Rice,699.1859703769826,35.144350976481846,False,False,Sunny,113,3.833105808113257
North,Peaty,Rice,385.3428789666041,32.05390648471547,False,False,Rainy,90,2.435298010870129
North,Sandy,Rice,979.988935189996,31.61477037454788,True,False,Cloudy,103,6.615394905345328
North,Peaty,Rice,512.5430171272972,15.936585476017058,False,True,Rainy,118,4.429473594792925
South,Silt,Rice,207.30369822951283,31.85030142650837,True,False,Sunny,70,2.809571819988385
North,Chalky,Rice,437.5200460351239,25.992407618985112,True,True,Rainy,65,5.678439105635983
South,Silt,Rice,753.174267649857,35.8771315885344,False,True,Rainy,111,6.800367140252456
West,Chalky,Rice,481.6632888575696,23.881010806322514,False,False,Cloudy,114,2.7384674061177523
South,Loam,Rice,307.2602517811812,28.622781680463536,False,False,Sunny,129,1.940492460601132
East,Clay,Rice,135.0916858888251,38.46379109488895,False,True,Cloudy,146,2.504211168458305
East,Clay,Rice,103.19307692349832,24.95955746827478,True,False,Rainy,123,2.248506847628234
North,Sandy,Rice,225.7538038457005,21.622250272873544,False,False,Cloudy,103,1.243756523387002
West,Clay,Rice,214.23817793624312,35.362814996678864,False,False,Cloudy,120,1.963930227524484
South,Peaty,Rice,321.4809506968294,26.01583087078497,True,False,Sunny,69,3.533003217895121
West,Peaty,Rice,901.6659909100864,33.85956883852149,False,True,Cloudy,73,7.340206650184659
West,Silt,Rice,419.99005626992994,38.48631640438029,True,True,Cloudy,104,5.91586601909491
East,Peaty,Rice,327.739721260653,38.82056821661944,True,False,Rainy,72,3.855796838089062
North,Chalky,Rice,743.6373256775859,34.926005906625406,False,True,Cloudy,125,5.246936841720243
South,Silt,Rice,970.2968407857248,20.52219424242112,False,False,Sunny,116,5.814341101825054
East,Loam,Rice,607.6217689605745,19.89580145715296,True,True,Rainy,105,5.763245189084639
East,Chalky,Rice,251.6090315205189,18.647229061130133,False,True,Cloudy,98,3.422990544506749
East,Silt,Rice,299.9304873734381,33.00432335906541,True,False,Cloudy,87,3.0165340008019013
West,Loam,Rice,791.2700715695,27.058522313102483,True,True,Rainy,93,7.582931178854069
South,Peaty,Rice,943.4555329739172,19.7647217792374,True,True,Cloudy,113,7.295309570913949
East,Peaty,Rice,102.62176337974152,37.413278383943,True,False,Rainy,101,2.3046913442408643
East,Loam,Rice,180.18914576158733,30.85621340926208,True,True,Cloudy,123,4.523433566989126
West,Clay,Rice,322.0013652897224,34.43477124037939,False,False,Rainy,137,2.3807779810879364
North,Peaty,Rice,321.69174336448606,35.67843390281656,True,False,Sunny,139,3.419091620284651
North,Clay,Rice,610.4498872697246,31.042565832458628,True,False,Rainy,102,5.140450080900845
West,Loam,Rice,241.42795180579037,33.99203438118274,False,False,Rainy,89,1.8784530664988928
South,Chalky,Rice,928.7224276582008,28.43009817218722,True,True,Sunny,149,8.715403035453505
North,Sandy,Rice,358.35551428236727,23.66764263492031,False,True,Rainy,139,4.35217480299787
East,Silt,Rice,520.1238102487384,19.49883079743,False,False,Rainy,89,3.111075540078579
West,Clay,Rice,739.8867773103357,39.75054774702456,True,False,Sunny,99,5.881676137834903
West,Loam,Rice,174.9431837680866,25.71542571457788,False,False,Cloudy,65,1.2440716914932155
West,Loam,Rice,557.3533591769857,29.42641331458208,True,False,Cloudy,134,5.310542954846564
South,Loam,Rice,958.3910889183052,30.492469208900964,False,False,Rainy,97,5.233765755724839
North,Clay,Rice,138.1101385544253,18.320624047603637,False,False,Cloudy,108,1.330013585975531
East,Sandy,Rice,246.133262280712,21.27988991047737,False,True,Sunny,67,2.2471177860032894
North,Silt,Rice,900.7543626034684,26.15109739995216,True,True,Rainy,69,7.040296370590469
South,Loam,Rice,790.7374781994569,19.790957832350102,True,True,Cloudy,120,7.222838527676857
East,Clay,Rice,972.4776504075496,16.20856738791551,False,True,Sunny,122,6.468367134354226
West,Silt,Rice,523.7143723732389,25.5680946709122,True,False,Rainy,143,4.9590935721731855
South,Loam,Rice,758.5164566928805,26.081624256307364,True,True,Rainy,80,7.292256200277054
East,Loam,Rice,158.55250511086444,24.573175239187343,False,False,Sunny,144,2.0895915236398284
North,Chalky,Rice,672.614937236511,21.47767689359914,True,True,Rainy,140,6.493853761330863
North,Peaty,Rice,416.9965760784707,23.64748844020651,False,True,Cloudy,87,4.390009946075238
South,Sandy,Rice,858.5110681229245,21.156442934019424,False,False,Rainy,113,4.382833082059642
West,Peaty,Rice,487.0575710227883,22.72427692710632,True,True,Sunny,120,5.592050651470499
South,Peaty,Rice,742.8540327809225,26.57402465659917,True,True,Sunny,102,6.418916733105975
West,Loam,Rice,803.0579939173788,36.8969544639592,True,True,Sunny,90,6.969139925104841
West,Sandy,Rice,826.7584415244521,26.50395100258669,True,True,Rainy,78,7.688210022371849
North,Loam,Rice,804.0582548617826,31.061008980968506,False,True,Sunny,136,6.034311187674178
East,Chalky,Rice,832.0293716694014,28.05882839225601,False,False,Rainy,126,5.130143025368936
West,Chalky,Rice,226.47209111914717,38.90817516633619,True,False,Cloudy,64,4.157634730654167
North,Silt,Rice,817.0696390204121,39.39855066994245,False,True,Rainy,80,5.721904111931213
East,Loam,Rice,661.2267641833629,37.80454375371362,False,False,Sunny,131,3.716699344530008
South,Sandy,Rice,505.69383780528375,26.408976616508355,False,False,Sunny,112,3.179425200471586
East,Silt,Rice,425.916060572824,33.42893371431167,True,False,Sunny,133,3.735818673744609
West,Clay,Rice,686.9520743741411,35.46009512728331,True,False,Rainy,140,5.037799483934078
South,Silt,Rice,238.86742878152296,37.81456545762131,False,False,Sunny,80,1.2568275874335106
North,Sandy,Rice,638.2326443043803,29.38861387778977,False,False,Rainy,143,3.478607704539807
North,Loam,Rice,942.6083795361362,29.22620803078532,False,False,Cloudy,113,5.314063572684284
West,Silt,Rice,413.9735518319156,15.049652278944835,False,True,Cloudy,62,3.549429565235841
East,Chalky,Rice,112.02513942802116,24.266944379884293,True,False,Sunny,140,2.512752883403739
North,Chalky,Rice,748.5807389094109,38.77938680802716,False,True,Cloudy,107,5.052042769315268
South,Clay,Rice,824.8396597260767,23.643141799073216,False,False,Sunny,79,4.292941738091516
West,Peaty,Rice,703.4257686548756,36.30525735905945,True,False,Sunny,86,6.292901564495205
East,Peaty,Rice,962.6281159244888,35.55947299273444,False,False,Rainy,63,4.428491868258481
West,Loam,Rice,731.9871561568077,26.83350959885052,True,True,Cloudy,79,7.341601243902577
South,Silt,Rice,514.1414463237163,26.18423514718005,True,True,Sunny,137,5.812284620494991
South,Chalky,Rice,739.1616514150276,28.65290206876708,False,False,Sunny,87,3.90778997268004
East,Chalky,Rice,268.2358803537344,39.13049409009356,True,False,Rainy,148,2.688896795521374
South,Peaty,Rice,927.464135279648,22.94873115870719,False,True,Cloudy,137,5.837240259274936
South,Clay,Rice,920.3253636346088,28.26725789899401,False,False,Sunny,60,4.7543194828723045
North,Chalky,Rice,175.3800573554615,29.628666784715257,False,False,Cloudy,73,2.247543683386204
East,Chalky,Rice,542.4158389690905,17.479908497118263,False,False,Sunny,68,3.3946287464650733
East,Silt,Rice,123.5118605595035,26.416221036427487,True,False,Sunny,130,2.866554167189564
South,Sandy,Rice,483.9651646614968,31.981020875922283,True,False,Rainy,105,4.376080990347992
East,Clay,Rice,177.49122864367217,32.22446782515924,True,False,Rainy,132,2.80418640239444
East,Clay,Rice,145.4447933205619,26.739246737661094,True,True,Rainy,130,3.747073870722841
South,Loam,Rice,213.35077814647545,33.63054857106167,True,False,Sunny,60,2.394014719606022
West,Silt,Rice,308.2658474018584,34.01941120348999,True,False,Cloudy,89,3.9430755491398393
South,Peaty,Rice,500.0462887915672,29.96359922993632,True,False,Rainy,114,4.185204649267019
South,Chalky,Rice,140.9999493469015,16.285848003788935,False,False,Rainy,106,0.6018434239854904
West,Sandy,Rice,269.684870343108,30.59808768218237,True,False,Cloudy,90,3.549469176196661
East,Silt,Rice,899.5980845969608,15.550636797706549,True,False,Cloudy,90,5.508374215649625
North,Chalky,Rice,559.566992899886,26.658559251567027,True,True,Cloudy,80,6.087218844634807
South,Sandy,Rice,442.50246686037787,28.744843894580644,True,True,Rainy,71,5.840447648877282
West,Loam,Rice,942.974996380031,17.503467616699837,False,True,Rainy,104,6.807222624511995
North,Loam,Rice,899.9194421495918,28.842527964673444,True,False,Rainy,89,7.496448977445908
West,Peaty,Rice,305.11972664646026,17.014153980983878,True,True,Rainy,144,4.08647912858061
East,Loam,Rice,959.0770159721568,22.40420977359034,False,False,Cloudy,86,4.882382333400254
East,Chalky,Rice,677.7825363698628,33.77303250139782,False,True,Sunny,74,5.472251848733173
North,Peaty,Rice,910.6857106099598,21.267576792850047,False,False,Cloudy,119,5.4384969589877885
South,Loam,Rice,415.1249386527808,32.90894901909334,True,False,Cloudy,99,4.006160351481633
South,Peaty,Rice,382.8965145904013,37.34553102566834,True,False,Cloudy,100,3.183305495330328
South,Peaty,Rice,395.5979446711015,21.55884848951479,True,True,Sunny,75,5.1318768877601935
South,Loam,Rice,409.32113742632407,29.76388423158453,False,False,Sunny,140,2.4874292038385195
South,Clay,Rice,390.5994759462854,28.04961646448268,True,True,Cloudy,114,5.238981869587148
West,Peaty,Rice,600.1656155431984,26.498372951626177,False,True,Sunny,92,5.420466030765359
North,Chalky,Rice,715.1055746808555,32.12480105911752,True,True,Rainy,139,7.088926183262449
North,Sandy,Rice,977.0731595577456,19.86983203655328,True,False,Sunny,60,6.6533134934012335
West,Sandy,Rice,637.95836742739,23.436046841804707,True,False,Sunny,105,5.398747443234975
North,Clay,Rice,257.9162451043595,29.8300497049734,True,False,Cloudy,116,3.5772864137318
North,Sandy,Rice,872.3657663106386,32.642261734762656,False,False,Sunny,99,4.704264633060657
North,Loam,Rice,516.6595085125131,27.285923521563497,False,True,Sunny,112,5.477756337433799
South,Clay,Rice,735.8331588886539,19.055474011741445,True,True,Cloudy,149,7.096352403878763
South,Sandy,Rice,210.20651094964427,38.81913579121424,True,False,Sunny,92,3.044302449958161
West,Chalky,Rice,744.9238693981653,38.96258902474178,False,True,Rainy,137,5.982731168152546
West,Chalky,Rice,635.2398186155065,37.56625277998393,True,False,Cloudy,98,5.1269082328426245
East,Chalky,Rice,669.4528587904719,15.878229552803484,True,True,Sunny,100,6.242585571033069
West,Chalky,Rice,642.4894512181712,20.30679150979265,False,False,Sunny,149,3.267983033569484
East,Chalky,Rice,860.2793871082913,23.78427133747906,True,True,Sunny,73,6.891451926559285
East,Silt,Rice,804.1913762130864,26.08662682374344,True,True,Rainy,145,7.546278534890443
